Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
00:00:00,366.0,,257.0,278.0,0.0,,230,430.0,294.0,,207,336.0,221.0,204.0,,,88,83.0,114.0,90.0,,113,105,168.0,268.0,232.0,129.0,143.0,230.0,130.0
01:00:00,429.0,,229.0,273.0,203.0,,229,418.0,217.0,,229,259.0,244.0,188.0,119.0,109.0,77,44.0,117.0,92.0,,138,105,175.0,261.0,334.0,118.0,119.0,257.0,124.0
02:00:00,407.0,,223.0,302.0,180.0,,217,380.0,189.0,,243,273.0,,129.0,99.0,494.0,75,38.0,107.0,92.0,,152,113,200.0,274.0,349.0,114.0,123.0,163.0,163.0
03:00:00,414.0,,222.0,281.0,180.0,,186,296.0,193.0,,217,,153.0,122.0,100.0,,84,38.0,94.0,122.0,,157,150,160.0,257.0,253.0,101.0,,183.0,127.0
04:00:00,411.0,,290.0,205.0,0.0,,179,243.0,159.0,,241,233.0,142.0,118.0,89.0,,66,,70.0,112.0,,138,217,150.0,233.0,187.0,94.0,112.0,,133.0
05:00:00,355.0,,223.0,184.0,167.0,,174,,149.0,,205,191.0,141.0,127.0,90.0,40.0,141,40.0,59.0,155.0,,137,163,183.0,,137.0,97.0,109.0,,143.0
06:00:00,308.0,,307.0,205.0,161.0,,179,290.0,149.0,,170,195.0,119.0,139.0,99.0,63.0,37,55.0,92.0,131.0,,125,119,193.0,191.0,119.0,104.0,,,150.0
07:00:00,303.0,,351.0,202.0,153.0,,199,300.0,161.0,261.0,213,326.0,125.0,173.0,,62.0,40,53.0,131.0,145.0,,119,123,233.0,301.0,119.0,109.0,111.0,,64.0
08:00:00,305.0,,323.0,254.0,,163.0,185,352.0,185.0,232.0,232,287.0,140.0,282.0,103.0,91.0,48,77.0,133.0,115.0,111.0,175,131,217.0,193.0,126.0,113.0,111.0,86.0,78.0
09:00:00,417.0,,410.0,,202.0,179.0,243,388.0,230.0,279.0,259,262.0,151.0,406.0,131.0,,45,51.0,123.0,119.0,114.0,102,124,197.0,257.0,133.0,118.0,130.0,113.0,59.0
10:00:00,422.0,285.0,,349.0,235.0,200.0,411,428.0,314.0,407.0,314,416.0,145.0,320.0,240.0,103.0,48,50.0,119.0,104.0,102.0,108,124,167.0,207.0,,127.0,131.0,129.0,48.0
11:00:00,417.0,272.0,329.0,294.0,262.0,216.0,428,500.0,308.0,465.0,371,245.0,149.0,449.0,171.0,,50,52.0,114.0,89.0,120.0,107,124,152.0,187.0,108.0,121.0,127.0,185.0,48.0
12:00:00,288.0,,224.0,179.0,268.0,250.0,426,500.0,289.0,,319,232.0,185.0,278.0,,90.0,52,50.0,89.0,131.0,123.0,120,121,169.0,167.0,117.0,118.0,119.0,212.0,45.0
13:00:00,175.0,219.0,162.0,141.0,265.0,217.0,431,,273.0,430.0,334,228.0,206.0,262.0,,129.0,69,48.0,,122.0,74.0,115,130,159.0,179.0,118.0,115.0,124.0,272.0,50.0
14:00:00,149.0,185.0,151.0,135.0,206.0,193.0,411,420.0,229.0,420.0,292,233.0,227.0,277.0,126.0,,105,,99.0,103.0,75.0,115,124,,164.0,125.0,116.0,117.0,218.0,53.0
15:00:00,148.0,172.0,143.0,121.0,179.0,148.0,370,325.0,215.0,408.0,268,233.0,321.0,293.0,118.0,105.0,151,74.0,82.0,97.0,83.0,115,126,159.0,143.0,118.0,109.0,115.0,193.0,53.0
16:00:00,156.0,162.0,150.0,124.0,155.0,129.0,279,238.0,210.0,402.0,304,218.0,276.0,296.0,122.0,101.0,79,72.0,,103.0,100.0,115,179,155.0,149.0,122.0,113.0,171.0,230.0,
17:00:00,167.0,156.0,169.0,133.0,149.0,133.0,300,199.0,202.0,330.0,243,199.0,223.0,,123.0,109.0,77,52.0,67.0,105.0,73.0,131,226,153.0,148.0,122.0,114.0,163.0,162.0,63.0
18:00:00,156.0,161.0,148.0,119.0,145.0,114.0,195,179.0,,274.0,274,,262.0,241.0,,159.0,97,53.0,84.0,122.0,69.0,161,215,153.0,153.0,125.0,109.0,169.0,171.0,70.0
19:00:00,,172.0,157.0,144.0,148.0,139.0,199,221.0,,226.0,228,204.0,206.0,229.0,133.0,167.0,81,63.0,95.0,,83.0,137,200,159.0,153.0,133.0,131.0,193.0,186.0,97.0
20:00:00,,179.0,183.0,177.0,168.0,181.0,249,210.0,,235.0,251,238.0,181.0,244.0,151.0,105.0,74,64.0,,,95.0,127,188,177.0,157.0,,137.0,217.0,197.0,95.0
21:00:00,,195.0,195.0,,,216.0,403,319.0,,252.0,339,254.0,223.0,207.0,,,85,74.0,96.0,,95.0,149,215,193.0,166.0,130.0,140.0,200.0,177.0,77.0
22:00:00,,292.0,239.0,270.0,,245.0,455,271.0,,266.0,360,218.0,224.0,184.0,133.0,91.0,101,140.0,89.0,,109.0,135,162,189.0,207.0,137.0,149.0,203.0,157.0,92.0
23:00:00,,254.0,193.0,305.0,,259.0,453,267.0,,293.0,329,241.0,296.0,135.0,134.0,74.0,105,73.0,,,120.0,107,177,235.0,193.0,131.0,,233.0,137.0,67.0
