Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
00:00:00,43,57,113.0,126.0,66.0,,,,143.0,126.0,,64.0,48,85.0,70,51,43,59.0,100,80,123.0,111.0,80,39.0,53,123.0,102.0,,159,68,134.0
01:00:00,40,52,116.0,103.0,,,,89.0,,111.0,73.0,56.0,41,77.0,77,46,38,60.0,90,73,115.0,111.0,59,35.0,58,,91.0,123.0,162,72,131.0
02:00:00,33,67,114.0,94.0,47.0,105.0,,57.0,138.0,131.0,,64.0,46,75.0,58,52,32,73.0,75,99,,119.0,58,39.0,75,123.0,88.0,137.0,157,100,113.0
03:00:00,9,68,77.0,77.0,39.0,,127.0,57.0,,,40.0,66.0,36,64.0,53,38,17,,56,78,147.0,109.0,62,30.0,48,125.0,103.0,133.0,153,112,109.0
04:00:00,35,67,79.0,78.0,50.0,95.0,130.0,53.0,183.0,,44.0,62.0,47,34.0,46,36,30,56.0,51,61,124.0,105.0,65,30.0,56,160.0,108.0,131.0,153,103,119.0
05:00:00,35,72,86.0,93.0,48.0,92.0,123.0,59.0,105.0,104.0,40.0,79.0,40,39.0,44,39,33,33.0,34,77,113.0,105.0,73,,47,150.0,101.0,133.0,142,107,97.0
06:00:00,52,68,102.0,118.0,42.0,,115.0,69.0,,,40.0,,43,42.0,38,32,37,35.0,32,53,183.0,117.0,0,35.0,46,104.0,104.0,137.0,142,101,111.0
07:00:00,52,59,100.0,117.0,78.0,,,88.0,,124.0,40.0,,57,31.0,37,35,40,35.0,35,57,119.0,117.0,60,35.0,53,102.0,109.0,130.0,138,111,107.0
08:00:00,45,72,111.0,114.0,83.0,167.0,163.0,,107.0,127.0,,,66,42.0,42,35,42,48.0,36,63,150.0,122.0,69,40.0,69,108.0,119.0,146.0,143,119,
09:00:00,35,89,115.0,106.0,,157.0,,,,,,,73,40.0,43,46,42,48.0,45,78,,131.0,0,,92,125.0,133.0,144.0,172,134,139.0
10:00:00,32,80,119.0,97.0,97.0,,,,107.0,58.0,44.0,,74,40.0,45,41,40,47.0,46,86,101.0,131.0,84,53.0,103,131.0,,171.0,188,163,149.0
11:00:00,30,77,111.0,93.0,78.0,50.0,58.0,80.0,84.0,,41.0,,62,45.0,45,64,42,47.0,50,100,100.0,0.0,98,59.0,100,114.0,157.0,171.0,235,188,153.0
12:00:00,33,68,92.0,103.0,87.0,79.0,,,64.0,61.0,,,55,62.0,45,63,42,45.0,55,89,,95.0,101,75.0,105,107.0,,163.0,190,219,161.0
13:00:00,30,61,97.0,110.0,50.0,42.0,,,,,,,59,69.0,45,104,40,59.0,41,83,99.0,79.0,114,67.0,112,122.0,,163.0,230,265,168.0
14:00:00,81,53,91.0,95.0,58.0,52.0,,,,69.0,,,57,67.0,40,86,41,68.0,53,45,105.0,,99,68.0,159,112.0,,157.0,222,205,137.0
15:00:00,74,67,109.0,118.0,55.0,88.0,,103.0,64.0,,45.0,,45,70.0,40,44,40,59.0,50,55,100.0,70.0,107,67.0,117,115.0,,146.0,178,205,144.0
16:00:00,57,63,97.0,111.0,,97.0,48.0,88.0,,44.0,42.0,,70,,40,43,40,56.0,53,55,91.0,59.0,111,58.0,55,102.0,,146.0,167,141,169.0
17:00:00,61,62,109.0,86.0,103.0,92.0,45.0,69.0,66.0,,47.0,,56,53.0,37,57,38,48.0,58,67,92.0,67.0,101,73.0,115,104.0,,143.0,172,153,157.0
18:00:00,59,59,94.0,92.0,68.0,,45.0,,,44.0,47.0,,62,57.0,37,73,38,42.0,57,75,86.0,,91,52.0,129,107.0,,147.0,181,181,199.0
19:00:00,70,78,102.0,111.0,,113.0,50.0,111.0,,56.0,66.0,,64,65.0,45,43,40,67.0,57,75,97.0,74.0,77,80.0,179,139.0,,157.0,199,190,168.0
20:00:00,77,92,,,77.0,,86.0,,68.0,65.0,63.0,55.0,83,62.0,42,48,48,84.0,45,104,105.0,81.0,53,84.0,189,165.0,,151.0,173,129,139.0
21:00:00,85,89,,,108.0,,91.0,107.0,,95.0,70.0,55.0,80,75.0,50,50,60,89.0,56,109,117.0,89.0,52,68.0,167,134.0,,164.0,112,120,126.0
22:00:00,68,95,122.0,83.0,,,69.0,,91.0,96.0,72.0,81.0,92,99.0,55,52,70,83.0,78,107,114.0,,57,,184,131.0,,159.0,80,139,
23:00:00,66,99,126.0,,177.0,160.0,94.0,123.0,115.0,,69.0,61.0,84,73.0,53,47,63,91.0,79,120,108.0,79.0,40,69.0,192,120.0,,162.0,81,145,
