Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
00:00:00,,153.0,193.0,,101.0,133.0,121.0,146.0,197,113,107,105.0,109.0,101.0,44,40.0,93.0,70,260.0,140.0,88.0,46,35.0,40.0,42,160.0,101.0,168.0,142.0,187
01:00:00,,124.0,203.0,,122.0,157.0,117.0,145.0,116,213,115,81.0,111.0,84.0,35,35.0,93.0,99,,159.0,90.0,47,33.0,41.0,40,163.0,109.0,153.0,165.0,177
02:00:00,,103.0,157.0,,434.0,120.0,108.0,142.0,107,120,87,67.0,113.0,67.0,40,35.0,66.0,78,,163.0,90.0,38,35.0,40.0,42,182.0,80.0,,,207
03:00:00,,103.0,141.0,,73.0,304.0,114.0,121.0,105,95,75,73.0,123.0,57.0,29,12.0,47.0,67,,164.0,90.0,62,31.0,57.0,31,181.0,88.0,121.0,164.0,230
04:00:00,,101.0,109.0,,123.0,89.0,109.0,,113,107,74,63.0,30.0,38.0,40,35.0,47.0,74,,180.0,81.0,77,,40.0,40,,,107.0,130.0,193
05:00:00,,125.0,108.0,,88.0,101.0,118.0,115.0,120,133,67,50.0,44.0,40.0,40,35.0,48.0,67,,200.0,90.0,112,40.0,44.0,37,140.0,84.0,123.0,119.0,207
06:00:00,,120.0,99.0,,137.0,122.0,97.0,129.0,120,183,57,55.0,33.0,40.0,40,35.0,48.0,86,,240.0,123.0,107,37.0,40.0,35,160.0,84.0,148.0,143.0,200
07:00:00,,111.0,86.0,84.0,62.0,107.0,99.0,122.0,140,177,57,55.0,55.0,40.0,40,42.0,41.0,91,,257.0,277.0,89,38.0,59.0,35,105.0,105.0,197.0,220.0,223
08:00:00,,,127.0,,88.0,117.0,115.0,134.0,127,200,62,56.0,50.0,42.0,43,,52.0,102,,253.0,237.0,0,55.0,58.0,45,116.0,111.0,141.0,270.0,223
09:00:00,,121.0,123.0,238.0,103.0,129.0,121.0,170.0,160,160,69,,47.0,48.0,47,42.0,80.0,47,,,273.0,86,50.0,63.0,45,133.0,133.0,228.0,243.0,290
10:00:00,147.0,121.0,156.0,118.0,115.0,143.0,146.0,233.0,147,113,52,70.0,58.0,61.0,52,40.0,97.0,56,,111.0,302.0,78,47.0,60.0,47,191.0,97.0,,233.0,303
11:00:00,,160.0,171.0,119.0,120.0,146.0,153.0,149.0,130,102,62,80.0,45.0,81.0,55,45.0,,79,,103.0,293.0,0,53.0,58.0,53,130.0,100.0,190.0,135.0,230
12:00:00,109.0,143.0,138.0,101.0,122.0,127.0,138.0,137.0,117,107,73,78.0,46.0,94.0,56,,114.0,141,170.0,107.0,220.0,44,58.0,57.0,50,,,163.0,131.0,233
13:00:00,117.0,150.0,130.0,86.0,112.0,114.0,130.0,139.0,127,74,94,73.0,57.0,73.0,62,40.0,122.0,145,171.0,103.0,200.0,40,70.0,52.0,50,96.0,91.0,141.0,118.0,163
14:00:00,118.0,156.0,124.0,,101.0,111.0,127.0,153.0,133,74,79,90.0,73.0,85.0,39,43.0,121.0,145,195.0,,111.0,45,177.0,56.0,53,80.0,91.0,130.0,108.0,130
15:00:00,117.0,120.0,108.0,78.0,112.0,125.0,107.0,142.0,155,101,62,90.0,84.0,83.0,35,47.0,123.0,152,181.0,73.0,53.0,45,180.0,57.0,51,107.0,94.0,119.0,112.0,125
16:00:00,116.0,,120.0,85.0,98.0,105.0,109.0,131.0,122,108,69,55.0,,94.0,37,47.0,119.0,155,177.0,74.0,52.0,47,203.0,61.0,46,115.0,101.0,112.0,103.0,122
17:00:00,109.0,186.0,108.0,67.0,0.0,107.0,89.0,124.0,137,92,75,85.0,66.0,50.0,40,48.0,130.0,151,172.0,109.0,60.0,52,35.0,52.0,45,100.0,109.0,107.0,101.0,118
18:00:00,155.0,155.0,,74.0,101.0,,,,133,99,77,73.0,56.0,55.0,37,58.0,138.0,133,164.0,53.0,,52,42.0,46.0,46,108.0,,,104.0,129
19:00:00,186.0,143.0,99.0,70.0,,,144.0,133.0,124,94,83,83.0,68.0,47.0,40,67.0,151.0,127,109.0,75.0,96.0,60,43.0,,53,101.0,113.0,113.0,118.0,137
20:00:00,122.0,205.0,133.0,,150.0,,143.0,150.0,108,103,91,107.0,78.0,48.0,42,63.0,159.0,170,121.0,79.0,111.0,65,60.0,53.0,96,92.0,127.0,150.0,124.0,152
21:00:00,127.0,135.0,122.0,84.0,130.0,123.0,145.0,165.0,120,85,105,99.0,61.0,45.0,45,,127.0,187,129.0,,113.0,58,65.0,58.0,146,115.0,166.0,175.0,146.0,180
22:00:00,141.0,129.0,,123.0,135.0,140.0,131.0,178.0,123,109,122,105.0,67.0,50.0,45,80.0,100.0,179,123.0,104.0,85.0,62,57.0,60.0,157,129.0,145.0,183.0,235.0,217
23:00:00,134.0,193.0,,119.0,129.0,127.0,148.0,267.0,105,109,109,111.0,62.0,,40,92.0,101.0,206,141.0,127.0,69.0,47,48.0,47.0,138,131.0,181.0,155.0,197.0,270
