Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
00:00:00,410.0,,444.0,,416,387,342,323,392,443,423,290.0,277,129,253,220,409,429,500.0,456,413,407,411,442.0,325,363,437,365.0,344,476,500
01:00:00,422.0,,432.0,,404,407,325,320,400,433,423,220.0,220,160,328,220,400,459,483.0,417,401,346,472,414.0,328,362,460,,319,469,500
02:00:00,421.0,,443.0,,407,384,331,320,410,427,383,237.0,280,163,312,193,375,450,462.0,414,355,379,372,373.0,351,367,441,,349,462,469
03:00:00,427.0,,426.0,,410,356,322,329,403,420,342,243.0,177,180,302,177,370,453,466.0,378,329,305,380,355.0,325,324,355,,304,460,400
04:00:00,418.0,,420.0,,407,362,320,338,390,421,318,217.0,113,183,167,150,362,444,447.0,375,320,305,353,348.0,315,323,328,,309,444,391
05:00:00,426.0,,407.0,,365,365,307,338,388,411,321,,120,143,233,217,391,424,,384,314,290,305,370.0,312,320,315,,321,404,378
06:00:00,420.0,0.0,410.0,,342,345,304,340,358,401,318,,143,240,213,260,388,402,,388,314,243,280,367.0,315,318,304,,332,409,365
07:00:00,404.0,,388.0,441.0,350,354,310,320,332,423,336,223.0,143,180,230,253,342,372,,358,320,312,277,337.0,316,318,303,,337,416,355
08:00:00,411.0,362.0,380.0,435.0,358,341,312,315,311,425,322,207.0,183,207,203,260,322,362,,352,331,287,240,351.0,312,305,301,,332,406,348
09:00:00,395.0,350.0,407.0,444.0,367,351,331,318,306,449,328,223.0,217,253,180,315,318,373,,355,304,261,233,350.0,312,240,312,,334,401,308
10:00:00,410.0,342.0,440.0,449.0,389,358,341,327,342,454,328,310.0,223,277,203,322,341,379,,358,297,315,267,366.0,321,237,306,,345,404,277
11:00:00,423.0,384.0,403.0,462.0,412,388,337,344,342,449,334,303.0,185,260,177,306,344,378,428.0,363,305,348,280,331.0,351,0,306,356.0,356,404,277
12:00:00,417.0,400.0,391.0,418.0,372,365,327,333,328,460,324,,177,217,166,287,310,387,428.0,396,316,378,332,318.0,385,361,342,338.0,345,392,303
13:00:00,365.0,365.0,306.0,369.0,358,365,311,304,315,459,318,229.0,179,140,156,217,277,423,447.0,380,337,405,358,,370,341,345,322.0,355,382,302
14:00:00,368.0,351.0,328.0,328.0,302,358,230,230,312,382,316,170.0,167,161,141,187,237,417,410.0,429,318,418,349,,362,400,337,302.0,345,368,237
15:00:00,348.0,315.0,336.0,321.0,287,345,238,183,273,305,160,170.0,204,194,135,181,267,400,401.0,403,315,393,321,233.0,348,414,329,240.0,341,354,200
16:00:00,312.0,315.0,345.0,290.0,260,322,175,160,253,273,147,125.0,170,152,129,200,150,373,386.0,325,316,387,305,243.0,340,418,319,203.0,359,328,193
17:00:00,303.0,293.0,350.0,240.0,257,243,162,167,290,203,135,119.0,0,125,126,187,170,387,345.0,250,315,359,332,180.0,328,417,297,186.0,357,314,200
18:00:00,309.0,297.0,389.0,250.0,230,213,173,193,183,183,143,139.0,146,112,134,180,147,387,323.0,280,332,369,335,223.0,325,370,303,200.0,342,344,197
19:00:00,,309.0,0.0,301.0,302,301,192,290,233,301,177,181.0,177,141,151,223,203,420,342.0,273,359,378,371,301.0,345,351,333,207.0,404,357,233
20:00:00,,0.0,0.0,325.0,324,319,309,322,341,320,207,223.0,189,197,223,307,322,472,371.0,325,401,373,449,319.0,362,362,374,331.0,450,396,318
21:00:00,,436.0,,355.0,362,342,332,345,388,354,308,230.0,167,297,301,355,346,500,408.0,393,392,401,462,333.0,375,396,416,355.0,477,500,311
22:00:00,,450.0,462.0,388.0,396,370,353,368,408,447,273,287.0,153,323,325,376,396,500,440.0,418,429,420,474,349.0,390,410,413,358.0,499,496,314
23:00:00,,466.0,,418.0,395,341,325,392,416,500,320,240.0,145,325,260,398,404,500,470.0,0,452,437,486,341.0,374,435,383,348.0,478,500,325
