Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
00:00:00,310,270,391.0,,181,215,,356,348.0,399.0,301,314.0,,409,265,303,350.0,260,409,266,229.0,318,276,330,319.0,115,375,375,346.0,407
01:00:00,223,270,328.0,,235,303,,306,355.0,,314,325.0,,458,157,342,376.0,293,395,287,305.0,445,283,335,240.0,0,328,376,410.0,433
02:00:00,197,280,305.0,,173,280,,322,355.0,339.0,310,394.0,,385,109,395,349.0,309,408,318,309.0,500,316,344,277.0,99,325,409,428.0,443
03:00:00,159,309,293.0,,177,187,,332,355.0,317.0,302,408.0,,266,103,418,320.0,301,405,235,243.0,169,260,307,304.0,96,331,449,421.0,429
04:00:00,153,305,240.0,,157,193,,406,358.0,,320,417.0,,265,91,368,318.0,250,401,253,280.0,91,192,267,306.0,0,335,463,434.0,447
05:00:00,159,315,187.0,,170,293,,385,334.0,338.0,382,379.0,427.0,299,107,321,312.0,260,460,257,270.0,104,193,280,305.0,86,352,443,409.0,369
06:00:00,138,395,267.0,,290,309,,352,315.0,361.0,397,370.0,,295,95,325,315.0,334,461,204,257.0,120,178,315,,116,367,457,483.0,348
07:00:00,217,363,311.0,,358,339,,345,311.0,401.0,388,,416.0,257,111,321,321.0,378,445,211,310.0,95,200,342,,150,497,477,422.0,335
08:00:00,257,337,333.0,,407,448,401.0,404,315.0,,395,252.0,430.0,259,249,350,337.0,439,449,277,378.0,121,303,322,,0,500,416,414.0,309
09:00:00,304,305,325.0,268.0,447,500,,417,398.0,382.0,432,194.0,426.0,296,177,410,389.0,332,500,318,0.0,141,456,334,,185,500,411,441.0,308
10:00:00,243,325,312.0,287.0,459,471,,339,314.0,345.0,468,,430.0,285,267,273,329.0,293,461,304,447.0,151,413,319,,285,439,417,427.0,396
11:00:00,195,282,290.0,318.0,408,394,435.0,358,309.0,276.0,406,228.0,289.0,235,324,178,301.0,301,430,282,145.0,160,302,368,,336,364,307,424.0,414
12:00:00,256,196,254.0,366.0,244,305,384.0,295,234.0,,261,216.0,286.0,272,369,200,192.0,290,368,248,500.0,185,190,290,284.0,257,278,277,259.0,306
13:00:00,148,145,211.0,244.0,186,192,199.0,187,217.0,182.0,230,163.0,190.0,233,322,212,188.0,213,285,217,500.0,182,155,186,222.0,188,234,234,283.0,189
14:00:00,137,153,221.0,283.0,145,149,164.0,177,168.0,168.0,165,147.0,185.0,194,262,189,183.0,268,210,243,488.0,197,140,179,169.0,198,200,336,266.0,180
15:00:00,139,149,194.0,185.0,134,172,145.0,150,145.0,,141,138.0,166.0,165,197,199,176.0,170,272,229,,168,124,257,237.0,251,152,273,,133
16:00:00,153,152,159.0,149.0,80,164,145.0,145,127.0,162.0,174,141.0,156.0,156,175,168,183.0,181,390,174,227.0,199,135,228,277.0,276,171,240,,131
17:00:00,123,127,122.0,133.0,109,127,130.0,138,126.0,146.0,145,137.0,161.0,149,172,153,185.0,155,399,212,157.0,166,163,249,254.0,346,161,179,297.0,120
18:00:00,131,109,118.0,131.0,108,108,125.0,121,113.0,143.0,134,138.0,177.0,133,174,167,,153,278,175,174.0,156,153,256,222.0,298,148,187,193.0,111
19:00:00,133,131,133.0,142.0,121,119,129.0,121,125.0,135.0,157,,212.0,145,194,157,,166,237,177,177.0,182,140,195,221.0,419,159,204,200.0,113
20:00:00,153,164,170.0,182.0,149,167,179.0,163,160.0,185.0,230,,229.0,160,239,224,201.0,223,318,244,257.0,184,160,193,273.0,437,170,246,222.0,181
21:00:00,186,230,396.0,233.0,168,228,241.0,197,,248.0,227,,213.0,449,272,285,315.0,311,251,224,263.0,226,199,216,433.0,464,239,273,223.0,164
22:00:00,207,245,,226.0,280,254,311.0,282,408.0,308.0,234,,267.0,130,272,404,292.0,309,232,195,396.0,292,222,228,500.0,442,268,319,334.0,217
23:00:00,228,297,,177.0,187,390,407.0,438,413.0,311.0,289,,305.0,500,256,361,273.0,332,233,211,403.0,329,442,309,500.0,421,309,321,358.0,234
