Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
00:00:00,117,114.0,114.0,130,123,161,75,126,50,38.0,36,50,299,108,77,63.0,73.0,,40.0,33.0,136,184,140,95,70,143,85.0,63,92,80.0
01:00:00,119,112.0,117.0,115,114,119,53,121,42,38.0,38,52,45,107,85,,37.0,,,40.0,132,58,103,140,50,147,83.0,55,58,98.0
02:00:00,113,113.0,119.0,113,113,118,73,125,42,42.0,38,48,45,95,73,,40.0,,,48.0,160,47,95,180,83,150,73.0,55,86,107.0
03:00:00,109,105.0,116.0,111,115,114,57,107,20,5.0,32,45,7,103,80,,75.0,,,40.0,85,67,63,113,58,140,83.0,58,63,95.0
04:00:00,105,104.0,115.0,113,114,119,51,58,45,45.0,38,46,34,133,70,,45.0,,,50.0,107,170,78,133,65,120,57.0,84,112,147.0
05:00:00,115,109.0,123.0,119,117,116,47,38,36,40.0,35,38,36,123,77,,38.0,,,85.0,97,113,87,167,83,97,75.0,107,116,160.0
06:00:00,119,112.0,118.0,107,75,117,48,42,42,42.0,32,40,35,95,75,,42.0,,,121.0,63,113,77,277,83,133,87.0,127,118,180.0
07:00:00,112,111.0,111.0,109,65,123,61,40,40,35.0,35,73,34,83,70,,47.0,,,137.0,50,123,85,253,88,147,77.0,142,77,98.0
08:00:00,119,121.0,116.0,126,70,119,84,50,36,40.0,44,67,32,83,93,,37.0,,,158.0,57,110,68,163,93,170,75.0,158,80,110.0
09:00:00,141,139.0,117.0,129,89,77,80,66,35,38.0,52,57,324,97,42,47.0,37.0,,,178.0,55,113,68,97,207,160,80.0,174,110,127.0
10:00:00,151,135.0,124.0,138,100,53,84,64,36,40.0,55,70,45,103,42,55.0,40.0,,,196.0,52,83,65,243,140,147,73.0,191,130,197.0
11:00:00,151,139.0,123.0,127,111,75,107,67,38,40.0,58,65,38,57,40,48.0,42.0,33.0,18.0,42.0,50,80,60,163,157,167,57.0,88,123,197.0
12:00:00,146,146.0,144.0,137,97,89,115,55,38,40.0,80,57,80,58,38,55.0,42.0,,25.0,90.0,37,60,55,98,88,98,52.0,77,78,95.0
13:00:00,146,,129.0,123,97,81,105,62,42,40.0,58,57,83,67,38,38.0,40.0,,26.0,,48,58,58,97,80,97,,73,77,73.0
14:00:00,135,137.0,,109,100,61,101,70,40,40.0,42,52,98,50,32,37.0,27.0,30.0,25.0,,40,50,58,70,78,80,,68,87,65.0
15:00:00,137,135.0,,108,104,41,105,50,45,42.0,109,38,102,52,80,40.0,32.0,24.0,,,177,45,30,60,100,87,,65,70,60.0
16:00:00,123,134.0,,103,104,38,101,54,45,42.0,25,37,123,67,40,38.0,30.0,22.0,,57.0,178,47,30,77,102,78,,63,75,
17:00:00,115,121.0,,111,104,34,134,56,45,42.0,34,40,102,67,45,28.0,33.0,25.0,20.0,50.0,180,47,47,50,102,83,45.0,52,80,
18:00:00,123,121.0,,146,103,41,109,50,50,45.0,26,42,100,70,50,27.0,33.0,25.0,32.0,38.0,180,60,47,37,102,83,75.0,67,77,65.0
19:00:00,120,116.0,,131,105,69,84,50,46,44.0,34,57,100,78,57,38.0,32.0,32.0,44.0,62.0,180,57,40,47,102,75,74.0,55,107,64.0
20:00:00,135,129.0,137.0,145,110,108,95,91,46,45.0,42,68,102,97,50,45.0,,42.0,60.0,102.0,181,73,55,60,102,98,75.0,68,107,92.0
21:00:00,129,125.0,147.0,123,119,85,114,54,48,,52,78,105,110,62,52.0,,46.0,47.0,132.0,182,87,70,65,123,140,74.0,88,143,75.0
22:00:00,118,135.0,141.0,115,148,77,105,50,46,42.0,87,78,147,80,70,28.0,,40.0,40.0,155.0,184,88,95,58,143,167,73.0,127,187,77.0
23:00:00,116,121.0,127.0,119,140,66,117,50,38,40.0,70,103,127,80,72,36.0,,42.0,38.0,183.0,184,133,97,77,170,110,62.0,97,103,78.0
