Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
00:00:00,293,394,391.0,201.0,,,424.0,418,473.0,444,204.0,343,334,91.0,197,290,316,56.0,184,220,199,163,348.0,123.0,162.0,137,210,250,197,279.0,243
01:00:00,293,352,159.0,254.0,,,401.0,412,459.0,460,177.0,360,408,86.0,260,267,305,67.0,179,237,185,161,389.0,105.0,157.0,164,217,284,219,279.0,223
02:00:00,327,429,112.0,290.0,,,338.0,436,441.0,448,229.0,362,389,100.0,306,193,303,78.0,193,303,222,135,370.0,80.0,197.0,159,185,334,290,272.0,325
03:00:00,308,426,86.0,312.0,,,302.0,417,436.0,435,205.0,358,360,79.0,332,331,303,66.0,200,328,187,150,206.0,57.0,120.0,213,168,207,253,315.0,423
04:00:00,287,288,,240.0,,,310.0,405,449.0,401,188.0,370,350,94.0,356,301,277,82.0,307,331,327,260,253.0,75.0,243.0,200,175,159,183,305.0,417
05:00:00,301,185,123.0,253.0,,,333.0,408,396.0,405,173.0,396,383,90.0,346,230,237,82.0,303,328,324,270,318.0,100.0,120.0,147,149,136,163,336.0,416
06:00:00,312,182,139.0,157.0,,,401.0,411,431.0,282,,444,413,96.0,328,230,267,93.0,318,310,322,167,341.0,133.0,115.0,167,133,203,230,,420
07:00:00,312,186,163.0,230.0,,,370.0,408,424.0,244,200.0,419,417,140.0,303,500,318,101.0,320,411,321,230,378.0,180.0,130.0,220,267,293,297,341.0,406
08:00:00,223,175,240.0,307.0,,,369.0,395,398.0,349,304.0,450,440,170.0,302,332,500,107.0,316,394,336,303,407.0,150.0,143.0,277,315,381,372,267.0,405
09:00:00,130,201,230.0,340.0,,,411.0,450,401.0,432,371.0,437,500,207.0,308,129,500,127.0,309,404,341,240,476.0,,130.0,352,395,319,407,243.0,426
10:00:00,233,232,225.0,270.0,,,381.0,485,437.0,402,376.0,395,469,177.0,133,88,500,77.0,237,312,315,167,352.0,239.0,139.0,157,305,290,302,403.0,421
11:00:00,323,356,174.0,218.0,,,362.0,71,,348,376.0,348,416,135.0,113,111,500,52.0,163,302,315,266,349.0,215.0,140.0,131,257,217,288,241.0,428
12:00:00,323,404,153.0,174.0,,462.0,413.0,310,487.0,361,315.0,500,410,,88,125,468,58.0,146,217,204,427,375.0,156.0,118.0,122,199,127,200,188.0,407
13:00:00,308,409,165.0,182.0,,326.0,426.0,467,494.0,226,201.0,487,267,142.0,93,127,411,120.0,145,189,162,318,213.0,129.0,119.0,107,145,101,123,149.0,401
14:00:00,312,428,163.0,147.0,,231.0,414.0,428,464.0,209,188.0,436,223,111.0,94,141,328,,124,171,141,241,237.0,101.0,105.0,101,126,97,127,160.0,403
15:00:00,293,404,151.0,,,236.0,389.0,395,424.0,189,167.0,261,237,111.0,90,141,153,,127,145,142,241,191.0,77.0,103.0,102,0,107,124,133.0,369
16:00:00,31,380,151.0,,,191.0,445.0,361,268.0,191,167.0,179,237,116.0,96,193,240,,135,160,141,205,149.0,78.0,102.0,101,129,133,124,140.0,281
17:00:00,107,368,167.0,,,186.0,468.0,270,257.0,200,149.0,160,183,110.0,107,131,132,,133,147,153,179,165.0,73.0,101.0,109,103,145,141,127.0,249
18:00:00,102,276,163.0,,,184.0,416.0,277,,185,265.0,182,213,122.0,105,132,91,119.0,141,131,137,193,173.0,99.0,102.0,113,112,164,127,131.0,226
19:00:00,228,281,163.0,,,253.0,401.0,299,266.0,188,225.0,211,446,123.0,108,138,72,118.0,139,142,161,188,193.0,81.0,,111,109,123,153,137.0,197
20:00:00,217,107,414.0,,,259.0,356.0,422,354.0,251,249.0,212,238,134.0,119,126,95,146.0,216,177,193,210,143.0,102.0,137.0,141,123,150,155,177.0,237
21:00:00,370,141,121.0,,,223.0,,418,335.0,500,306.0,260,151,157.0,197,160,80,171.0,248,191,197,193,,131.0,156.0,164,172,209,179,181.0,295
22:00:00,425,167,120.0,,,349.0,,426,420.0,304,,270,404,151.0,230,183,85,163.0,259,190,206,294,90.0,135.0,146.0,209,221,248,292,249.0,308
23:00:00,415,134,133.0,,,401.0,,439,428.0,260,356.0,327,189,162.0,297,257,188,181.0,215,262,165,405,101.0,135.0,143.0,221,267,199,299,255.0,403
