Date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
00:00:00,493,365,500,351,356.0,342.0,316,382.0,359,363,358,442,500,500.0,474.0,447,372,388,213.0,375,468,435.0,392,306.0,334,342,91,41,78,319
01:00:00,494,365,500,370,421.0,332.0,302,400.0,365,399,358,500,500,492.0,434.0,457,358,406,250.0,369,466,420.0,388,315.0,0,312,67,39,75,243
02:00:00,500,368,500,446,477.0,322.0,303,417.0,367,417,365,500,500,494.0,469.0,466,375,407,311.0,363,432,419.0,345,320.0,340,318,53,33,84,280
03:00:00,500,384,500,500,500.0,314.0,280,399.0,357,462,386,500,500,493.0,500.0,449,342,410,311.0,363,424,403.0,328,321.0,325,267,50,57,67,220
04:00:00,500,404,500,500,500.0,315.0,319,404.0,371,474,424,500,500,492.0,500.0,447,312,404,328.0,392,427,390.0,324,302.0,306,270,39,38,60,290
05:00:00,500,430,500,500,500.0,304.0,322,375.0,413,486,459,500,500,,500.0,425,287,345,342.0,388,426,391.0,314,267.0,311,260,31,25,48,306
06:00:00,500,444,500,500,500.0,315.0,338,352.0,391,471,476,500,500,500.0,,411,267,309,339.0,390,417,392.0,324,287.0,309,277,40,24,63,312
07:00:00,500,433,500,500,500.0,303.0,340,333.0,386,446,484,500,493,,,401,307,312,354.0,411,413,388.0,338,315.0,306,257,41,34,70,305
08:00:00,500,392,500,500,473.0,310.0,363,318.0,397,435,500,500,480,,,384,302,302,350.0,423,420,392.0,335,,318,314,62,55,65,307
09:00:00,500,401,500,500,437.0,315.0,372,316.0,404,428,500,500,452,,,391,280,297,,433,500,396.0,334,338.0,342,345,85,58,97,323
10:00:00,500,434,123,500,400.0,312.0,392,,380,422,500,500,470,,,406,287,267,,432,425,447.0,328,336.0,339,348,127,38,93,302
11:00:00,500,500,121,500,353.0,325.0,365,328.0,328,414,500,500,487,,,388,270,257,409.0,443,408,440.0,310,325.0,309,353,194,40,85,329
12:00:00,500,500,118,453,325.0,354.0,396,297.0,273,399,500,500,472,500.0,,349,127,220,404.0,423,402,408.0,314,303.0,0,358,198,57,78,333
13:00:00,500,500,109,401,301.0,325.0,421,302.0,150,370,499,500,487,500.0,,280,135,147,367.0,393,371,369.0,311,243.0,153,398,223,47,77,308
14:00:00,500,500,151,328,220.0,140.0,432,325.0,130,345,420,482,496,500.0,500.0,187,171,107,316.0,342,376,367.0,297,133.0,116,345,290,57,60,290
15:00:00,478,456,500,309,150.0,114.0,419,273.0,112,257,378,408,211,490.0,404.0,175,147,111,273.0,267,361,348.0,200,101.0,114,327,309,65,59,277
16:00:00,466,418,500,240,135.0,95.0,391,257.0,121,220,324,399,500,431.0,368.0,192,123,109,133.0,293,337,329.0,147,119.0,120,333,303,67,58,207
17:00:00,486,460,500,187,129.0,,361,301.0,134,143,319,392,479,414.0,392.0,447,141,114,131.0,250,309,,137,116.0,143,341,304,65,72,180
18:00:00,482,500,500,217,153.0,144.0,351,237.0,161,160,303,413,468,459.0,355.0,388,171,121,135.0,233,270,308.0,150,160.0,150,253,290,65,89,167
19:00:00,498,500,475,267,186.0,216.0,373,250.0,172,217,310,410,491,447.0,441.0,246,140,151,157.0,290,321,314.0,196,192.0,149,207,293,67,107,177
20:00:00,467,500,411,273,183.0,181.0,329,310.0,257,273,328,430,469,459.0,449.0,187,163,177,193.0,339,354,350.0,190,273.0,243,228,310,63,197,243
21:00:00,453,500,431,273,223.0,273.0,340,337.0,324,311,373,467,472,480.0,476.0,240,213,240,287.0,385,371,384.0,293,314.0,318,119,321,75,183,253
22:00:00,368,500,420,290,,321.0,382,339.0,368,336,410,500,483,500.0,459.0,323,318,306,325.0,408,386,407.0,260,320.0,333,83,253,73,267,302
23:00:00,367,500,382,331,314.0,319.0,373,355.0,380,353,408,500,482,496.0,449.0,392,354,308,358.0,456,466,383.0,260,328.0,350,74,45,73,315,338
